,BOROUGH,STREET,BIKE_DIR,LANE_COUNT,FT_FACILIT,LATITUDE1,LONGITUDE1,LATITUDE2,LONGITUDE2
7895,BRONX,IRWIN AV,2,2,Sharrows,40.887254,-73.902367,40.887495,-73.902485
7896,BRONX,WALDO WALK,2,2,Greenway,40.887495,-73.902485,40.888765,-73.902777
7904,STATEN ISLAND,F D R BOARDWALK,2,2,Greenway,40.578694,-74.076807,40.578462,-74.077067
7911,BRONX,BOSCOBEL PLACE,R,1,Sharrows,40.843909,-73.924128,40.844031,-73.92429
7912,BRONX,CROTONA AV,2,2,Standard,40.834342,-73.896966,40.834526,-73.897132
7919,QUEENS,43 ST,2,2,Protected Path,40.654852,-74.01589,40.654537,-74.015348
7921,QUEENS,BAY 53 ST,R,1,Standard,40.582721,-73.988539,40.58282,-73.988749
7926,QUEENS,OLIVER ST,R,1,Standard,40.619151,-74.039966,40.619802,-74.038131
7930,QUEENS,KENT AV,2,2,Protected Path,40.724285,-73.95772,40.723985,-73.957783
7947,BRONX,THIRD AV,2,2,Standard,40.844178,-73.897427,40.845362,-73.896837
7949,BRONX,WEST 205 STREET,2,2,Standard,40.876273,-73.88808,40.876659,-73.888946
7954,MANHATTAN,9 AV,L,1,,40.751488,-73.997681,40.751609,-73.997591
7963,BRONX,BRONX RIVER GREENWAY,2,2,Greenway,40.846968,-73.871025,40.847659,-73.870651
7973,MANHATTAN,W 142 ST,2,2,Greenway,40.817155,-73.933863,40.817727,-73.933863
7989,MANHATTAN,DELANCEY ST,R,1,Curbside,40.714853,-73.977559,40.714617,-73.976863
7995,BROOKLYN,BOTANICAL GRDN BR,2,2,Greenway,40.748707,-73.83447,40.748774,-73.834256
8008,QUEENS,HILL DR,2,2,Greenway,40.658835,-73.966945,40.658728,-73.967057
8009,BROOKLYN,CUNNINGHAM PARK GREENWAY,2,2,Greenway,40.734558,-73.76511,40.734415,-73.765518
8010,BROOKLYN,VANDERBILT MOTOR PARKWAY,2,2,Greenway,40.737981,-73.748362,40.737241,-73.752528
8011,STATEN ISLAND,CLOVE LAKES PARK PATH,2,2,Sidewalk,40.623761,-74.118406,40.62342,-74.118113
8248,MANHATTAN,MONROE ST,R,1,Standard,40.711593,-73.994265,40.711677,-73.993349
8272,MANHATTAN,E 20 ST,R,1,Sharrows,40.736962,-73.984508,40.736701,-73.983887
8274,MANHATTAN,E 21 ST,L,1,,40.736603,-73.981841,40.735806,-73.979952
8275,QUEENS,N 5 ST,R,1,Standard,40.717528,-73.960197,40.717313,-73.959851
8279,MANHATTAN,E 48 ST,R,1,Sharrows,40.755596,-73.97411,40.755244,-73.973276
8284,QUEENS,AV X,2,2,Standard,40.594527,-73.934007,40.594576,-73.933567
8293,QUEENS,PAERDEGAT AVENUE NORTH,2,2,Curbside,40.632931,-73.915369,40.631934,-73.913197
8320,BROOKLYN,78 AV,2,2,Signed Route,40.704433,-73.874775,40.704472,-73.874305
8323,BROOKLYN,BEACH 92 ST,L,1,,40.587521,-73.816212,40.588598,-73.816996
8324,BROOKLYN,159 AV,L,1,,40.660375,-73.831517,40.660473,-73.830822
8429,BROOKLYN,80 ST,2,2,Sharrows,40.731971,-73.884775,40.731437,-73.884348
8516,BROOKLYN,20 AVE,2,3,Sharrows,40.77846,-73.904505,40.77821,-73.904152
8518,BROOKLYN,20 AVE,2,2,Protected Path,40.777957,-73.903793,40.777704,-73.903436
8532,BROOKLYN,QUEENS BLVD,R,1,Protected Path,40.732486,-73.868261,40.732318,-73.867938
8543,BROOKLYN,62 DR,2,2,Bike-Friendly Parking,40.736458,-73.848367,40.736664,-73.847637
8544,MANHATTAN,W 18 ST,L,1,,40.745417,-74.008199,40.745454,-74.008309
8553,BROOKLYN,27 AV PED OVPS,2,0,,40.765749,-73.864078,40.765991,-73.863679
8556,BRONX,QUIMBY AV,R,1,Signed Route,40.826585,-73.846636,40.826644,-73.846201
8572,QUEENS,ORIENTAL BLVD,L,1,,40.578274,-73.940757,40.57829,-73.940611
8575,BRONX,EDSON AVE,L,1,,40.888307,-73.842859,40.888653,-73.842984
8586,BROOKLYN,150 ST,2,2,Bike-Friendly Parking,40.72062,-73.813756,40.72031,-73.813596
8603,BROOKLYN,MAIN ST,L,1,,40.749348,-73.825844,40.749094,-73.825879
8607,BROOKLYN,160 ST,R,1,Standard,40.751786,-73.807043,40.751521,-73.807079
8609,BROOKLYN,160 ST,R,1,Sharrows,40.753914,-73.806737,40.752058,-73.807004
8633,BROOKLYN,PARK LA,2,2,Standard,40.711465,-73.835704,40.711192,-73.8354
8640,QUEENS,BORINQUEN PL,R,1,Curbside,40.710414,-73.956155,40.710466,-73.955748
8643,MANHATTAN,EAST 111 ST PED OVPS,2,0,,40.791753,-73.935138,40.791729,-73.935108
8645,BROOKLYN,QUEENS BLVD,L,1,,40.723455,-73.848012,40.723382,-73.847851
8648,BROOKLYN,QUEENS BLVD,2,2,Protected Path,40.733128,-73.869895,40.732911,-73.869234
8649,BROOKLYN,QUEENS BLVD,L,1,,40.734133,-73.871753,40.733724,-73.870378
8650,BROOKLYN,STATE RD,L,1,,40.56527,-73.890873,40.565226,-73.891024
8652,BROOKLYN,SHORE FRONT PKWY,R,1,Curbside,40.58036,-73.828174,40.580208,-73.828729
8653,BROOKLYN,SHORE FRONT PKWY,2,2,Protected Path,40.582233,-73.820898,40.582015,-73.82177
8658,BROOKLYN,BEACH 69 ST,R,1,Sharrows,40.591167,-73.797923,40.59191,-73.797997
8661,BROOKLYN,164 ST,L,1,,40.722917,-73.804582,40.722201,-73.804505
8664,BROOKLYN,94 AV,L,1,,40.697274,-73.813382,40.697259,-73.812973
8665,BROOKLYN,BEACH 73 ST,R,1,Standard,40.587877,-73.800739,40.588224,-73.800793
8668,MANHATTAN,FDR DR GREENWAY,2,2,Greenway,40.771427,-73.94637,40.771462,-73.946418
8669,BROOKLYN,34 AV,2,2,Sharrows,40.75703,-73.856018,40.757089,-73.8554
8671,BRONX,BRUCKNER BLVD,2,2,Protected Path,40.818685,-73.891931,40.819158,-73.891459
8673,QUEENS,PENNSYLVANIA AVENUE,2,2,Bike-Friendly Parking,40.645656,-73.879202,40.645384,-73.878904
8677,QUEENS,NEPTUNE AVE,L,1,,40.580031,-73.969004,40.579781,-73.970411
8679,QUEENS,OLD FULTON ST,R,1,Curbside,40.701625,-73.992101,40.701553,-73.992011
8680,BROOKLYN,QUEENSBORO BR,2,2,Protected Path,40.751908,-73.942836,40.751824,-73.942638
8685,QUEENS,SHORE PKWY GREENWAY W,2,2,Greenway,40.639058,-74.036678,40.639012,-74.036508
8687,BRONX,GRAND CONCOURSE,R,1,Standard,40.840146,-73.912775,40.840642,-73.9126
8691,BROOKLYN,PARSONS BLVD,L,1,,40.730368,-73.810818,40.730303,-73.810901
8692,BROOKLYN,PARSONS BLVD,R,1,Standard,40.730367,-73.810958,40.730303,-73.810901
8693,MANHATTAN,ADAM C POWELL BLVD,R,1,Bike-Friendly Parking,40.824142,-73.937133,40.824758,-73.936668
8707,MANHATTAN,ADAM C POWELL BLVD,R,1,Bike-Friendly Parking,40.813345,-73.945001,40.81397,-73.944553
8713,MANHATTAN,ADAM C POWELL BLVD,R,1,Standard,40.799407,-73.955223,40.800001,-73.954782
8715,BRONX,MADISON AV BR,2,0,,40.813593,-73.931434,40.813631,-73.931322
8717,BRONX,E L GRANT HWY,R,1,Protected Path,40.842849,-73.922755,40.843042,-73.922811
8719,BRONX,DR M L KING JR BLVD,L,1,,40.844797,-73.922735,40.844856,-73.922711
8720,STATEN ISLAND,NOME AVE,2,2,Standard,40.590708,-74.165786,40.590779,-74.165885
8721,BROOKLYN,COLLEGE POINT BL,2,2,Sharrows,40.745345,-73.836057,40.74545,-73.836253
8728,BRONX,UNIVERSITY HEIGHTS BR,2,0,,40.861804,-73.912802,40.861815,-73.912865
8737,BROOKLYN,UTOPIA PKWY,R,1,Standard,40.778609,-73.793741,40.777817,-73.793578
8738,BROOKLYN,BEACH 108 ST,L,1,,40.581458,-73.829669,40.58184,-73.829868
8741,BROOKLYN,121 AV,R,1,Standard,40.685507,-73.733633,40.685488,-73.733574
8743,BROOKLYN,ASTORIA PARK S,R,1,Standard,40.776415,-73.927404,40.77599,-73.926625
8744,MANHATTAN,E 20 ST,2,2,Protected Path,40.734962,-73.979789,40.734936,-73.979716
8745,BRONX,E 167 ST,L,1,,40.835154,-73.919311,40.835012,-73.918884
8749,QUEENS,CYPRESS HILLS ST,L,1,,40.690472,-73.877472,40.689647,-73.876648
8750,QUEENS,CYPRESS HILLS ST,R,1,Protected Path,40.690443,-73.877563,40.688719,-73.875912
8754,BROOKLYN,CROSS BAY BL,R,1,Protected Path,40.617299,-73.823798,40.615187,-73.822009
8755,STATEN ISLAND,FR CAPODANNO BLVD,L,1,,40.596411,-74.061739,40.596326,-74.061746
8756,QUEENS,MARCY AV,R,1,Curbside,40.710509,-73.95655,40.710384,-73.956624
8758,MANHATTAN,1 AVE,R,1,Curbside,40.753036,-73.966834,40.753213,-73.966711
8763,BROOKLYN,QUEENS BLVD,L,1,,40.742811,-73.914007,40.742795,-73.913869
8764,BRONX,BRUCKNER BLVD,2,2,Protected Path,40.803592,-73.91978,40.803508,-73.919725
8768,MANHATTAN,FRANKLIN D ROOSEVELT DR,2,2,Protected Path,40.74161,-73.972346,40.741846,-73.972405
8769,QUEENS,OCEAN PKWY,L,1,,40.627615,-73.970865,40.626599,-73.970663
8772,QUEENS,VANDALIA AV,L,1,,40.655051,-73.879113,40.654745,-73.877697
8775,MANHATTAN,DELANCEY ST,2,2,Protected Path,40.718213,-73.987434,40.718071,-73.987033
8786,BROOKLYN,UNDERHILL AV PED OVPS,2,2,Greenway,40.743025,-73.780859,40.742824,-73.780633
8787,QUEENS,CROPSEY AVE,R,1,Bike-Friendly Parking,40.59401,-73.994865,40.593783,-73.994604
8790,STATEN ISLAND,BAY ST,L,1,,40.641958,-74.075291,40.64186,-74.075411
8791,STATEN ISLAND,BAY ST,R,1,Curbside,40.642028,-74.075418,40.641912,-74.075535
8793,MANHATTAN,RIVERSIDE DR,L,1,Signed Route,40.865588,-73.927441,40.865535,-73.927269
8796,STATEN ISLAND,RICHMOND TER,L,1,,40.647714,-74.082966,40.648173,-74.084517
8799,BROOKLYN,MAIN ST,R,1,Sharrows,40.715887,-73.816441,40.715832,-73.816439
8803,BRONX,WASHINGTON BR,2,0,,40.84609,-73.926531,40.846227,-73.926833
8807,MANHATTAN,UNION SQ E,2,2,Protected Path,40.736324,-73.989276,40.736591,-73.989079
8811,STATEN ISLAND,RICHMOND TR,2,2,Protected Path,40.642375,-74.075166,40.642448,-74.075222
8815,STATEN ISLAND,RICHMOND TER,L,1,,40.642377,-74.075379,40.64244,-74.075424
8837,MANHATTAN,CENTRAL RD,2,2,Curbside,40.790034,-73.925832,40.790127,-73.925733
8859,MANHATTAN,RFK BR,2,0,,40.797863,-73.919762,40.7979,-73.919846
8860,MANHATTAN,BX SHORE RD,2,2,Greenway,40.800092,-73.923583,40.80004,-73.923595
8861,QUEENS,BORINQUEN PL,L,1,,40.710674,-73.956173,40.71066,-73.956054
8874,QUEENS,ERSKINE ST,2,2,Curbside,40.651706,-73.865781,40.651652,-73.865742
8880,QUEENS,ROCKAWAY PARKWAY,2,2,Protected Path,40.630501,-73.885923,40.630463,-73.885883
8881,MANHATTAN,W 30 ST,L,1,,40.754491,-74.006739,40.754543,-74.006854
8882,MANHATTAN,W 29 ST,R,1,Standard,40.753831,-74.00714,40.753854,-74.007244
8885,BROOKLYN,QUEENS BLVD,R,1,Protected Path,40.74097,-73.901679,40.740911,-73.901089
8893,BROOKLYN,CROSS BAY BL,2,2,Protected Path,40.612501,-73.819858,40.612432,-73.81982
8894,BROOKLYN,SPRINGFIELD BLVD,2,2,Protected Path,40.663698,-73.759179,40.663576,-73.759278
8895,BROOKLYN,CYPRESS HILLS ST,R,1,Protected Path,40.698733,-73.888159,40.698003,-73.887936
8896,BROOKLYN,CYPRESS HILLS ST,L,1,,40.692394,-73.882678,40.692317,-73.882678
8897,BROOKLYN,CYPRESS HILLS ST,R,1,Curbside,40.692372,-73.882809,40.692317,-73.882678
8899,BROOKLYN,CYPRESS HILLS ST,L,1,,40.691974,-73.882185,40.691944,-73.882046
8900,BROOKLYN,CYPRESS HILLS ST,R,1,Protected Path,40.691974,-73.882185,40.691898,-73.882124
8902,QUEENS,4 AV,L,1,,40.672126,-73.987139,40.671839,-73.987381
8903,QUEENS,4 AV,R,1,Protected Path,40.672193,-73.987278,40.67191,-73.987508
8917,QUEENS,4 AV,L,1,,40.684339,-73.978367,40.683744,-73.978704
8918,QUEENS,4 AV,R,1,Curbside,40.684367,-73.978478,40.683801,-73.978844
8933,STATEN ISLAND,RICHMOND TER,R,1,Curbside,40.648149,-74.086504,40.648055,-74.086581
8943,BRONX,E TREMONT AVE,R,1,Sharrows,40.850046,-73.906792,40.849474,-73.90621
8972,STATEN ISLAND,RICHMOND TER,R,1,Standard,40.642843,-74.075547,40.642942,-74.075632
8983,STATEN ISLAND,BAY ST,L,1,,40.642121,-74.075238,40.641958,-74.075291
8997,QUEENS,BOERUM PL,L,1,,40.689141,-73.990475,40.689137,-73.990707
9000,QUEENS,ADAMS ST,R,1,Standard,40.69434,-73.989051,40.692852,-73.989116
9002,BRONX,CO-OP CITY BOULEVARD,L,1,,40.879103,-73.822595,40.879149,-73.822588
9004,BROOKLYN,ASTORIA PARK S,L,1,,40.77538,-73.925279,40.775299,-73.925232
9008,BROOKLYN,QUEENS BLVD,R,1,Protected Path,40.73845,-73.88733,40.738345,-73.886784
9027,STATEN ISLAND,TOMPKINS AV,R,1,Curbside,40.60503,-74.065738,40.604699,-74.065725
9029,BRONX,CO-OP CITY BOULEVARD,R,1,Standard,40.879162,-73.822486,40.879213,-73.822477
9033,MANHATTAN,E HOUSTON ST,R,1,Standard,40.722894,-73.988787,40.722857,-73.988687
9038,QUEENS,MYRTLE AVE,L,1,,40.693721,-73.983605,40.693719,-73.983439
9039,QUEENS,MYRTLE AVE,R,1,Sharrows,40.693683,-73.984371,40.693599,-73.98427
9043,BRONX,FOOD CENTER DR,2,2,Greenway,40.809984,-73.872676,40.80853,-73.87185
9045,MANHATTAN,ST NICHOLAS AV,R,1,Protected Path,40.841585,-73.939295,40.84168,-73.939335
9047,BROOKLYN,CROSS BAY BL,L,1,,40.634717,-73.829851,40.634591,-73.82978
9048,STATEN ISLAND,SEAVIEW AV,R,1,Standard,40.580303,-74.079978,40.579818,-74.079045
9049,STATEN ISLAND,SEAVIEW AV,L,1,,40.58042,-74.079889,40.579942,-74.078956
9054,QUEENS,MC GUINNESS BLVD,L,1,,40.734679,-73.952559,40.734855,-73.952672
9058,BRONX,BARTOW AVE,R,1,Standard,40.869068,-73.823658,40.869141,-73.823621
9060,BRONX,BARTOW AVE,L,1,,40.86957,-73.82608,40.869522,-73.825617
9061,BRONX,BARTOW AVE,R,1,Standard,40.868994,-73.823682,40.868974,-73.823613
9068,MANHATTAN,1 AV,R,1,Protected Path,40.752041,-73.967698,40.752482,-73.967376
9073,BROOKLYN,ROCKAWAY BREEZY BLVD,R,1,Curbside,40.562171,-73.90232,40.562158,-73.902375
9081,BROOKLYN,111 ST,2,2,Protected Path,40.743537,-73.851469,40.743145,-73.851263
9082,BRONX,SOUTHERN BL,2,2,Sidewalk,40.866358,-73.882356,40.866385,-73.882033
9086,BROOKLYN,164 ST,L,1,,40.742159,-73.804386,40.74038,-73.804503
9087,BROOKLYN,164 ST,R,1,Standard,40.750421,-73.803027,40.749771,-73.802957
9088,BROOKLYN,164 ST,L,1,,40.750426,-73.802913,40.749763,-73.802824
9091,BROOKLYN,164 ST,L,1,,40.749763,-73.802824,40.749063,-73.802748
9116,MANHATTAN,1 AV,R,1,Sharrows,40.751626,-73.967777,40.751717,-73.967797
9137,QUEENS,AV W,L,1,,40.596572,-73.935489,40.596542,-73.935369
9138,QUEENS,AV W,R,1,Standard,40.596483,-73.935476,40.596542,-73.935369
9144,BRONX,SOUTHERN BL,2,2,Protected Path,40.862094,-73.881931,40.864199,-73.883725
9150,QUEENS,4 AV,R,1,Curbside,40.665384,-73.993033,40.66535,-73.993068
9165,BRONX,SOUTHERN BL,2,2,Sidewalk,40.857012,-73.880712,40.857097,-73.880737
9213,BRONX,E L GRANT HWY,2,2,Protected Path,40.84405,-73.923051,40.844302,-73.922977
9214,BRONX,E L GRANT HWY,L,1,Protected Path,40.839924,-73.921407,40.840022,-73.92143
9239,QUEENS,4 AV,L,1,,40.665276,-73.99286,40.665246,-73.992891
9261,BRONX,E TREMONT AVE,L,1,,40.850382,-73.906985,40.850418,-73.906838
9268,MANHATTAN,1 AV,R,1,Standard,40.748212,-73.970452,40.748869,-73.969987
9284,QUEENS,CLINTON ST,L,1,,40.675712,-74.001324,40.675678,-74.001337
9294,BROOKLYN,BRADDOCK AV,R,1,Signed Route,40.728491,-73.736346,40.728303,-73.735495
9295,BRONX,W 242 ST,2,2,Sharrows,40.889432,-73.898189,40.889458,-73.898272
9296,BRONX,BROADWAY,R,1,,40.889432,-73.898189,40.890246,-73.897772
9298,BRONX,BROADWAY,R,1,,40.890476,-73.897658,40.890649,-73.897568
9341,BROOKLYN,SHORE FRONT PKWY CONNECTOR,L,1,,40.58036,-73.828174,40.580296,-73.828138
9345,BROOKLYN,75 ST,R,1,Sharrows,40.749061,-73.890819,40.74899,-73.890931
9348,BROOKLYN,11 St,L,1,Sharrows,40.74854,-73.949628,40.748388,-73.949573
9349,BROOKLYN,11 St,R,1,Standard,40.74854,-73.949628,40.748413,-73.94971
9358,QUEENS,TILLARY ST,2,2,Protected Path,40.69628,-73.988675,40.696278,-73.988561
9364,QUEENS,ADAMS ST,2,2,Sidewalk,40.69628,-73.988675,40.696195,-73.988685
